State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Households_with_Internet,SC,ST,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Housholds_with_Electric_Lighting,Households_with_Computer,sex_ratio,literacy_rate
Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,126,1544338,783171,761167,821825,4941,250224,201546,1413163,97855,1274,1515,252,25843,136,268172,16560,103.0,53.0
Rajasthan,Churu,28.29330375536484,74.65846427038629,102,2039547,1051446,988101,1149269,2577,451721,11245,1777879,249736,958,402,188,7104,127,231696,15259,106.0,56.0
Rajasthan,Dausa,26.91234817629181,76.57342097264443,109,1634409,857787,776622,938051,1719,354337,433344,1582335,45488,439,296,94,3737,115,195277,14539,110.0,57.0
Rajasthan,Dhaulpur,26.72397054945053,77.74476219780222,106,1206516,653647,552869,683098,1330,245695,58594,1127520,72258,688,1356,92,2739,21,96086,9504,118.0,57.0
Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,124,1388552,696532,692020,681591,1477,52267,983437,1340065,28662,830,240,226,16141,853,141275,11742,101.0,49.0
Rajasthan,Ganganagar,29.256785412667963,73.56192303262948,99,1969168,1043340,925828,1193343,6295,720412,13477,1437144,50688,2077,474853,938,1988,164,283142,24901,113.0,61.0
Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902,100,1774692,931184,843508,1034136,3360,494189,14289,1433067,118673,1542,216997,241,1935,138,243163,16217,110.0,58.0
Rajasthan,Jaipur,27.033459290187885,75.77117286012533,110,6626178,3468507,3157671,4300965,76565,1003302,527966,5819980,687452,12708,18782,1020,81079,257,990085,182350,110.0,65.0
Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,114,669919,361708,308211,308653,754,99134,42429,497045,168129,874,1723,98,1521,34,43141,7416,117.0,46.0
Rajasthan,Jalor,25.07578093797277,72.18647261724662,116,1828730,936634,892096,829582,1585,357196,178719,1732852,78990,730,231,144,14640,82,161845,12794,105.0,45.0
Rajasthan,Jhalawar,24.24725541474657,76.11242891705065,129,1411129,725143,685986,739792,1750,243582,182229,1299751,96164,842,819,46,12488,42,220428,9403,106.0,52.0
Rajasthan,Jhunjhunun,28.13517401247401,75.52840893970894,103,2137045,1095896,1041149,1370360,4828,360709,41629,1905682,228178,1004,275,56,548,85,297559,24178,105.0,64.0
Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,113,3687165,1923928,1763237,2031532,19335,608024,118924,3224399,411558,6035,4123,514,36697,80,408808,54808,109.0,55.0
Rajasthan,Karauli,26.51901555555556,76.96081818181815,107,1458248,783639,674609,805849,1059,354465,324960,1370977,81553,602,297,70,3424,413,132079,13045,116.0,55.0
Rajasthan,Kota,25.175718080000014,76.18618928000001,127,1951014,1021161,929853,1298345,12843,405408,183816,1661307,243993,5665,11058,280,25742,286,339899,36297,110.0,67.0
Rajasthan,Nagaur,27.07862016048146,74.14215667001012,112,3307743,1696325,1611418,1758624,4449,699911,10418,2833443,454487,1912,366,163,12940,276,347344,35328,105.0,53.0
Rajasthan,Pali,25.80490393541874,73.55285640766907,118,2037573,1025422,1012151,1085693,4043,398096,144578,1870543,143476,1345,1540,141,18974,52,326793,19270,101.0,53.0
Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,123,1156597,581339,575258,619139,1989,148168,160809,1105676,33677,759,260,100,14966,68,193276,9222,101.0,54.0
Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,108,1335551,704031,631520,741748,1887,278789,285848,1165505,155681,945,812,177,9991,42,140947,14310,111.0,56.0
Rajasthan,Sikar,27.64644058641976,75.29317422839503,111,2677333,1374990,1302343,1652117,5647,418806,75349,2342076,327583,1122,356,177,4050,15,339457,28382,106.0,62.0
Rajasthan,Sirohi,24.7976905263158,72.75309131578943,117,1036346,534231,502115,476806,2146,201863,292470,996562,30479,1284,572,114,6829,56,134089,10297,106.0,46.0
Rajasthan,Tonk,26.153935071707927,75.79192216427637,120,1421326,728136,693190,749659,1908,287903,178207,1243527,153146,754,378,122,22458,30,158264,12482,105.0,53.0
Rajasthan,Udaipur,24.44076752136749,73.84029839743584,130,3068420,1566801,1501619,1582629,14211,188525,1525289,2869976,104307,7406,4278,209,78647,373,357846,48517,104.0,52.0
Sikkim,East,27.29600352941175,88.74908392156858,93,1709346,907500,801846,1352998,80037,281422,0,1410852,178807,15792,53027,2643,46927,366,352758,127465,113.0,79.0
Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,616,754894,374703,380191,480604,1749,176230,10722,708397,7942,37403,104,88,65,42,177502,8371,99.0,64.0
Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,603,4646732,2335844,2310888,3776276,217368,779667,10061,3751322,439270,358662,2851,2804,51708,1759,1096334,355838,101.0,81.0
Tamil Nadu,Coimbatore,10.871376995940452,77.07619012178621,632,3458045,1729297,1728748,2635907,63273,535911,28342,3044145,211035,190314,1112,435,3284,237,896325,149920,100.0,76.0
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,617,2605914,1311697,1294217,1815281,15396,763944,15702,2391675,123749,83334,401,236,1280,138,598412,50938,101.0,70.0
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,630,1506843,774303,732540,917709,3651,245392,63044,1452956,38304,14089,164,39,37,87,337972,18927,106.0,61.0
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,612,2159775,1080938,1078837,1481834,9155,452376,8064,1879494,105012,169945,313,256,71,138,500057,38677,100.0,69.0
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,610,2251744,1129868,1121876,1492662,18604,369483,21880,2115455,76098,55899,435,148,639,157,595211,58861,101.0,66.0
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,604,3998252,2012958,1985294,3013382,100322,948081,41210,3537399,173785,256762,1620,990,4962,756,961161,200738,101.0,75.0
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,629,1870374,926345,944029,1548738,15673,74249,7282,909872,78590,876299,160,438,156,10,465692,52943,98.0,83.0
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,613,1064493,528184,536309,727044,4915,221385,575,993666,53292,16483,115,29,7,79,264949,17995,98.0,68.0
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,623,3038252,1526475,1511777,2273430,34097,408976,11096,2760502,168881,97711,520,199,1532,305,754141,95311,101.0,75.0
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,618,1616450,798127,818323,1213008,5585,509767,3756,1435072,128617,47579,184,450,963,110,381940,19692,98.0,75.0
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,609,1726601,869280,857321,1176131,8960,345392,57059,1673652,32483,16909,183,108,84,199,441044,31581,101.0,68.0
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,615,565223,282157,283066,375823,1507,175289,2584,521658,32702,10301,83,39,38,26,135751,7745,100.0,66.0
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,621,1618345,803188,815157,1110545,4494,284804,1283,1428784,114194,72850,119,81,32,293,354493,18272,99.0,69.0
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,626,1353445,682658,670787,978946,5172,249008,1105,1047411,208038,91139,154,86,29,36,291400,22379,102.0,72.0
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,608,3482056,1781571,1700485,2285562,20660,580512,119369,3326357,95487,53841,412,174,992,246,835377,63867,105.0,66.0
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,622,1339101,668672,670429,959744,5773,227746,790,1186078,74310,75481,150,80,109,24,314270,24456,100.0,72.0
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,620,2405890,1182416,1223474,1790998,13495,455062,3561,2075870,190814,133971,231,795,1256,148,555582,42912,97.0,74.0
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,624,1245899,625683,620216,870080,4667,258200,1835,1148990,56751,37574,152,79,28,74,312310,18830,101.0,70.0
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,602,3728104,1876062,1852042,2791721,75634,821646,47243,3325823,143093,233633,1422,951,3693,530,909400,174279,101.0,75.0
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,619,1264277,626693,637584,946471,4416,430927,3034,1132785,96092,33192,258,151,279,64,303114,15535,98.0,75.0
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,606,2464875,1235889,1228986,1626813,6445,565329,90954,2294369,91636,66987,232,157,7898,110,549077,27529,101.0,66.0
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,605,3936331,1961688,1974643,2773928,20623,860212,72955,3397857,414760,111390,676,438,3514,251,865913,69912,99.0,70.0
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,625,1942288,967709,974579,1398788,10219,399831,2294,1822626,47838,67405,245,87,98,75,505950,37357,99.0,72.0
Tripura,Dhalai,23.781360477941163,91.94654283088232,291,378230,194544,183686,276217,273,61688,210608,307120,8256,22940,175,39120,85,206,46875,5067,106.0,73.0
Tripura,North Tripura,24.121739755351683,92.17842538226292,292,693947,352860,341087,520402,997,114968,179426,507967,105737,44062,151,34717,307,70,81601,10310,103.0,75.0
Tripura,South Tripura,23.211874098057383,91.6065807585568,290,876001,447544,428457,646810,948,140168,344835,736015,49258,39258,245,49420,106,808,133744,10393,104.0,74.0
Tripura,West Tripura,23.780166241299337,91.41310788863107,289,1725739,879428,846311,1361354,6394,338094,431944,1512801,152791,53622,499,2128,362,430,314567,36186,104.0,79.0
